link_to_book/_source,link_to_book/_text,cover_image/_title,cover_image/_alt,cover_image/_source,link_to_book,link_to_book/_title,cover_image
/nl/p/borre-en-de-zegels-van-vermist/9200000010072439/,Borre en de zegels van vermist,"[""Borre en de zegels van vermist"", nil]","[""Borre en de zegels van vermist"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/9/3/4/2/9200000010072439.jpg"", nil]",http://www.bol.com/nl/p/borre-en-de-zegels-van-vermist/9200000010072439/,Borre en de zegels van vermist,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/9/3/4/2/9200000010072439.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/borre-en-de-diepvriesmens/9200000005930279/,Borre en de diepvriesmens,"[""Borre en de diepvriesmens"", nil]","[""Borre en de diepvriesmens"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/9/7/2/0/9200000005930279.jpg"", nil]",http://www.bol.com/nl/p/borre-en-de-diepvriesmens/9200000005930279/,Borre en de diepvriesmens,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/9/7/2/0/9200000005930279.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/borre-en-maffe-fia/9200000005930281/,Borre en maffe fia,"[""Borre en maffe fia"", nil]","[""Borre en maffe fia"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/1/8/2/0/9200000005930281.jpg"", nil]",http://www.bol.com/nl/p/borre-en-maffe-fia/9200000005930281/,Borre en maffe fia,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/1/8/2/0/9200000005930281.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/borre-en-de-dwarrelkaas/9200000009230253/,Borre en de dwarrelkaas,"[""Borre en de dwarrelkaas"", nil]","[""Borre en de dwarrelkaas"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/3/5/2/0/9200000009230253.jpg"", nil]",http://www.bol.com/nl/p/borre-en-de-dwarrelkaas/9200000009230253/,Borre en de dwarrelkaas,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/3/5/2/0/9200000009230253.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/borre-en-kino-kaligari/9200000010072371/,Borre en kino kaligari,"[""Borre en kino kaligari"", nil]","[""Borre en kino kaligari"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/1/7/3/2/9200000010072371.jpg"", nil]",http://www.bol.com/nl/p/borre-en-kino-kaligari/9200000010072371/,Borre en kino kaligari,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/1/7/3/2/9200000010072371.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/cordeluna/9200000006236936/,Cordeluna,"[""Cordeluna"", nil]","[""Cordeluna"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/6/3/9/6/9200000006236936.jpg"", nil]",http://www.bol.com/nl/p/cordeluna/9200000006236936/,Cordeluna,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/6/3/9/6/9200000006236936.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/live-uit-bagdad/9200000007707933/,Live uit Bagdad,"[""Live uit Bagdad"", nil]","[""Live uit Bagdad"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/3/3/9/7/9200000007707933.jpg"", nil]",http://www.bol.com/nl/p/live-uit-bagdad/9200000007707933/,Live uit Bagdad,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/3/3/9/7/9200000007707933.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/de-ijzerprinses/9200000008946318/,De IJzerprinses,"[""De IJzerprinses"", nil]","[""De IJzerprinses"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/8/1/3/6/9200000008946318.jpg"", nil]",http://www.bol.com/nl/p/de-ijzerprinses/9200000008946318/,De IJzerprinses,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/8/1/3/6/9200000008946318.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/zwijgplicht/9200000005930925/,Zwijgplicht,"[""Zwijgplicht"", nil]","[""Zwijgplicht"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/5/2/9/0/9200000005930925.jpg"", nil]",http://www.bol.com/nl/p/zwijgplicht/9200000005930925/,Zwijgplicht,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/5/2/9/0/9200000005930925.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/blind-date/9200000005804920/,Blind date,Blind date,Blind date,//s.s-bol.com/imgbase0/imagebase/thumb/FC/0/2/9/4/9200000005804920.jpg,http://www.bol.com/nl/p/blind-date/9200000005804920/,Blind date,http://s.s-bol.com/imgbase0/imagebase/thumb/FC/0/2/9/4/9200000005804920.jpg
/nl/p/weg-van-jou/9200000006380009/,Weg van jou,"[""Weg van jou"", nil]","[""Weg van jou"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/9/0/0/0/9200000006380009.jpg"", nil]",http://www.bol.com/nl/p/weg-van-jou/9200000006380009/,Weg van jou,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/9/0/0/0/9200000006380009.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/borre-en-moddermania/9200000009306922/,Borre en moddermania,"[""Borre en moddermania"", nil]","[""Borre en moddermania"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/2/2/9/6/9200000009306922.jpg"", nil]",http://www.bol.com/nl/p/borre-en-moddermania/9200000009306922/,Borre en moddermania,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/2/2/9/6/9200000009306922.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/slaaf-voor-een-seizoen/9200000007707872/,Slaaf voor een seizoen,"[""Slaaf voor een seizoen"", nil]","[""Slaaf voor een seizoen"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/2/7/8/7/9200000007707872.jpg"", nil]",http://www.bol.com/nl/p/slaaf-voor-een-seizoen/9200000007707872/,Slaaf voor een seizoen,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/2/7/8/7/9200000007707872.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/lover-of-loser/9200000005800499/,Lover of loser,Lover of loser,Lover of loser,//s.s-bol.com/imgbase0/imagebase/thumb/FC/9/9/4/0/9200000005800499.jpg,http://www.bol.com/nl/p/lover-of-loser/9200000005800499/,Lover of loser,http://s.s-bol.com/imgbase0/imagebase/thumb/FC/9/9/4/0/9200000005800499.jpg
/nl/p/inside-out/9200000006905637/,Inside out,"[""Inside out"", nil]","[""Inside out"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/7/3/6/5/9200000006905637.jpg"", nil]",http://www.bol.com/nl/p/inside-out/9200000006905637/,Inside out,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/7/3/6/5/9200000006905637.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/meiden-van-de-kook/9200000006746032/,Meiden van de kook,"[""Meiden van de kook"", nil]","[""Meiden van de kook"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/2/3/0/6/9200000006746032.jpg"", nil]",http://www.bol.com/nl/p/meiden-van-de-kook/9200000006746032/,Meiden van de kook,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/2/3/0/6/9200000006746032.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/geen-keus/9200000006899752/,Geen keus,"[""Geen keus"", nil]","[""Geen keus"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/2/5/7/9/9200000006899752.jpg"", nil]",http://www.bol.com/nl/p/geen-keus/9200000006899752/,Geen keus,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/2/5/7/9/9200000006899752.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/vertrouwen/9200000006546986/,Vertrouwen,Vertrouwen,Vertrouwen,//s.s-bol.com/imgbase0/imagebase/thumb/FC/6/8/9/6/9200000006546986.jpg,http://www.bol.com/nl/p/vertrouwen/9200000006546986/,Vertrouwen,http://s.s-bol.com/imgbase0/imagebase/thumb/FC/6/8/9/6/9200000006546986.jpg
/nl/p/perfectie/9200000006546988/,Perfectie,"[""Perfectie"", nil]","[""Perfectie"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/8/8/9/6/9200000006546988.jpg"", nil]",http://www.bol.com/nl/p/perfectie/9200000006546988/,Perfectie,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/8/8/9/6/9200000006546988.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/bastaard/9200000002315129/,Bastaard,Bastaard,Bastaard,//s.s-bol.com/imgbase0/imagebase/thumb/FC/9/2/1/5/9200000002315129.jpg,http://www.bol.com/nl/p/bastaard/9200000002315129/,Bastaard,http://s.s-bol.com/imgbase0/imagebase/thumb/FC/9/2/1/5/9200000002315129.jpg
/nl/p/gezicht-van-britt/9200000002308361/,Gezicht van Britt,Gezicht van Britt,Gezicht van Britt,//s.s-bol.com/imgbase0/imagebase/thumb/FC/1/6/3/8/9200000002308361.jpg,http://www.bol.com/nl/p/gezicht-van-britt/9200000002308361/,Gezicht van Britt,http://s.s-bol.com/imgbase0/imagebase/thumb/FC/1/6/3/8/9200000002308361.jpg
/nl/p/buitengesloten/9200000002271937/,Buitengesloten,"[""Buitengesloten"", nil]","[""Buitengesloten"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/7/3/9/1/9200000002271937.jpg"", nil]",http://www.bol.com/nl/p/buitengesloten/9200000002271937/,Buitengesloten,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/7/3/9/1/9200000002271937.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/angry-birds/9200000005800253/,Angry birds,"[""Angry birds"", nil]","[""Angry birds"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/3/5/2/0/9200000005800253.jpg"", nil]",http://www.bol.com/nl/p/angry-birds/9200000005800253/,Angry birds,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/3/5/2/0/9200000005800253.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/iris/9200000002308114/,Iris,"[""Iris"", nil]","[""Iris"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/4/1/1/8/9200000002308114.jpg"", nil]",http://www.bol.com/nl/p/iris/9200000002308114/,Iris,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/4/1/1/8/9200000002308114.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/trip/9200000002212416/,Trip,"[""Trip"", nil]","[""Trip"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/6/1/4/2/9200000002212416.jpg"", nil]",http://www.bol.com/nl/p/trip/9200000002212416/,Trip,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/6/1/4/2/9200000002212416.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/twee-parapluutjes-en-een-schijfje-citroen/9200000002230595/,Twee parapluutjes en een schijfje citroen,"[""Twee parapluutjes en een schijfje citroen"", nil]","[""Twee parapluutjes en een schijfje citroen"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/5/9/5/0/9200000002230595.jpg"", nil]",http://www.bol.com/nl/p/twee-parapluutjes-en-een-schijfje-citroen/9200000002230595/,Twee parapluutjes en een schijfje citroen,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/5/9/5/0/9200000002230595.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/verlaten/9200000002229887/,Verlaten,"[""Verlaten"", nil]","[""Verlaten"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/7/8/8/9/9200000002229887.jpg"", nil]",http://www.bol.com/nl/p/verlaten/9200000002229887/,Verlaten,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/7/8/8/9/9200000002229887.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/tara-vecht-terug/9200000002308226/,Tara vecht terug,Tara vecht terug,Tara vecht terug,//s.s-bol.com/imgbase0/imagebase/thumb/FC/6/2/2/8/9200000002308226.jpg,http://www.bol.com/nl/p/tara-vecht-terug/9200000002308226/,Tara vecht terug,http://s.s-bol.com/imgbase0/imagebase/thumb/FC/6/2/2/8/9200000002308226.jpg
/nl/p/het-genootschap-van-de-nacht/9200000002230649/,Het genootschap van de nacht,Het genootschap van de nacht,Het genootschap van de nacht,//s.s-bol.com/imgbase0/imagebase/thumb/FC/9/4/6/0/9200000002230649.jpg,http://www.bol.com/nl/p/het-genootschap-van-de-nacht/9200000002230649/,Het genootschap van de nacht,http://s.s-bol.com/imgbase0/imagebase/thumb/FC/9/4/6/0/9200000002230649.jpg
/nl/p/de-ijzerkoning/9200000005926051/,De ijzerkoning,"[""De ijzerkoning"", nil]","[""De ijzerkoning"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/1/5/0/6/9200000005926051.jpg"", nil]",http://www.bol.com/nl/p/de-ijzerkoning/9200000005926051/,De ijzerkoning,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/1/5/0/6/9200000005926051.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/ontvoerd/9200000002768267/,Ontvoerd,"[""Ontvoerd"", nil]","[""Ontvoerd"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/7/6/2/8/9200000002768267.jpg"", nil]",http://www.bol.com/nl/p/ontvoerd/9200000002768267/,Ontvoerd,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/7/6/2/8/9200000002768267.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/watermeisje/9200000002308394/,Watermeisje,"[""Watermeisje"", nil]","[""Watermeisje"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/4/9/3/8/9200000002308394.jpg"", nil]",http://www.bol.com/nl/p/watermeisje/9200000002308394/,Watermeisje,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/4/9/3/8/9200000002308394.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/eerwraak/9200000002768263/,Eerwraak,"[""Eerwraak"", nil]","[""Eerwraak"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/3/6/2/8/9200000002768263.jpg"", nil]",http://www.bol.com/nl/p/eerwraak/9200000002768263/,Eerwraak,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/3/6/2/8/9200000002768263.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/judas/9200000002768273/,Judas,"[""Judas"", nil]","[""Judas"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/3/7/2/8/9200000002768273.jpg"", nil]",http://www.bol.com/nl/p/judas/9200000002768273/,Judas,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/3/7/2/8/9200000002768273.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/chatroom/9200000002768285/,Chatroom,Chatroom,Chatroom,//s.s-bol.com/imgbase0/imagebase/thumb/FC/5/8/2/8/9200000002768285.jpg,http://www.bol.com/nl/p/chatroom/9200000002768285/,Chatroom,http://s.s-bol.com/imgbase0/imagebase/thumb/FC/5/8/2/8/9200000002768285.jpg
/nl/p/dodenrit/9200000002230545/,Dodenrit,"[""Dodenrit"", nil]","[""Dodenrit"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/5/4/5/0/9200000002230545.jpg"", nil]",http://www.bol.com/nl/p/dodenrit/9200000002230545/,Dodenrit,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/5/4/5/0/9200000002230545.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/borre-en-valkman/9200000005212343/,Borre en valkman,"[""Borre en valkman"", nil]","[""Borre en valkman"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/3/4/3/2/9200000005212343.jpg"", nil]",http://www.bol.com/nl/p/borre-en-valkman/9200000005212343/,Borre en valkman,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/3/4/3/2/9200000005212343.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/gebroken-glimlach/9200000002315115/,Gebroken Glimlach,Gebroken Glimlach,Gebroken Glimlach,//s.s-bol.com/imgbase0/imagebase/thumb/FC/5/1/1/5/9200000002315115.jpg,http://www.bol.com/nl/p/gebroken-glimlach/9200000002315115/,Gebroken Glimlach,http://s.s-bol.com/imgbase0/imagebase/thumb/FC/5/1/1/5/9200000002315115.jpg
/nl/p/legend-deel-1-legend/1001004011832481/,Legend deel 1 - Legend,"[""Legend deel 1 - Legend"", nil]","[""Legend deel 1 - Legend"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/1/8/4/2/1001004011832481.jpg"", nil]",http://www.bol.com/nl/p/legend-deel-1-legend/1001004011832481/,Legend deel 1 - Legend,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/1/8/4/2/1001004011832481.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/noach-en-zijn-ark/9200000001045981/,Noach en zijn ark,"[""Noach en zijn ark"", nil]","[""Noach en zijn ark"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/1/8/9/5/9200000001045981.jpg"", nil]",http://www.bol.com/nl/p/noach-en-zijn-ark/9200000001045981/,Noach en zijn ark,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/1/8/9/5/9200000001045981.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/de-vallei-3-de-storm/1001004011825710/,De vallei / 3 De storm,"[""De vallei / 3 De storm"", nil]","[""De vallei / 3 De storm"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/0/1/7/5/1001004011825710.jpg"", nil]",http://www.bol.com/nl/p/de-vallei-3-de-storm/1001004011825710/,De vallei / 3 De storm,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/0/1/7/5/1001004011825710.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/wij-gaan-hele-goede-vrienden-worden/9200000000037491/,Wij gaan hele goede vrienden worden,"[""Wij gaan hele goede vrienden worden"", nil]","[""Wij gaan hele goede vrienden worden"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/1/9/4/7/9200000000037491.jpg"", nil]",http://www.bol.com/nl/p/wij-gaan-hele-goede-vrienden-worden/9200000000037491/,Wij gaan hele goede vrienden worden,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/1/9/4/7/9200000000037491.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/l-a-candy/9200000001312985/,L.A. Candy,"[""L.A. Candy"", nil]","[""L.A. Candy"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/5/8/9/2/9200000001312985.jpg"", nil]",http://www.bol.com/nl/p/l-a-candy/9200000001312985/,L.A. Candy,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/5/8/9/2/9200000001312985.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/verloren-tijd/1001004011851735/,Verloren tijd,Verloren tijd,Verloren tijd,//s.s-bol.com/imgbase0/imagebase/thumb/FC/5/3/7/1/1001004011851735.jpg,http://www.bol.com/nl/p/verloren-tijd/1001004011851735/,Verloren tijd,http://s.s-bol.com/imgbase0/imagebase/thumb/FC/5/3/7/1/1001004011851735.jpg
/nl/p/fc-de-kampioenen/1001004011830124/,FC De Kampioenen,"[""FC De Kampioenen"", nil]","[""FC De Kampioenen"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/4/2/1/0/1001004011830124.jpg"", nil]",http://www.bol.com/nl/p/fc-de-kampioenen/1001004011830124/,FC De Kampioenen,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/4/2/1/0/1001004011830124.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/niet-zonder-liefde/1001004011856001/,Niet zonder liefde,"[""Niet zonder liefde"", nil]","[""Niet zonder liefde"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/1/0/0/6/1001004011856001.jpg"", nil]",http://www.bol.com/nl/p/niet-zonder-liefde/1001004011856001/,Niet zonder liefde,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/1/0/0/6/1001004011856001.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/onsterfelijk/9200000019697363/,Onsterfelijk,"[""Onsterfelijk"", nil]","[""Onsterfelijk"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/3/6/3/7/9200000019697363.jpg"", nil]",http://www.bol.com/nl/p/onsterfelijk/9200000019697363/,Onsterfelijk,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/3/6/3/7/9200000019697363.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/paper-towns/9200000015494065/,Paper towns,Paper towns,Paper towns,//s.s-bol.com/imgbase0/imagebase/thumb/FC/5/6/0/4/9200000015494065.jpg,http://www.bol.com/nl/p/paper-towns/9200000015494065/,Paper towns,http://s.s-bol.com/imgbase0/imagebase/thumb/FC/5/6/0/4/9200000015494065.jpg
/nl/p/geld/9200000020987392/,Geld,"[""Geld"", nil]","[""Geld"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/2/9/3/7/9200000020987392.jpg"", nil]",http://www.bol.com/nl/p/geld/9200000020987392/,Geld,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/2/9/3/7/9200000020987392.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
