link_to_book/_source,link_to_book/_text,cover_image/_title,cover_image/_alt,cover_image/_source,link_to_book,link_to_book/_title,cover_image
/nl/p/warrior-cats-4-voor-de-storm/9200000020992732/,Warrior Cats / 4 Voor de storm,"[""Warrior Cats / 4 Voor de storm"", nil]","[""Warrior Cats / 4 Voor de storm"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/2/3/7/2/9200000020992732.jpg"", nil]",http://www.bol.com/nl/p/warrior-cats-4-voor-de-storm/9200000020992732/,Warrior Cats / 4 Voor de storm,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/2/3/7/2/9200000020992732.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/mijn-valentijn/9200000016131439/,Mijn valentijn,Mijn valentijn,Mijn valentijn,//s.s-bol.com/imgbase0/imagebase/thumb/FC/9/3/4/1/9200000016131439.jpg,http://www.bol.com/nl/p/mijn-valentijn/9200000016131439/,Mijn valentijn,http://s.s-bol.com/imgbase0/imagebase/thumb/FC/9/3/4/1/9200000016131439.jpg
/nl/p/nachtschade/1001004011579502/,Nachtschade,"[""Nachtschade"", nil]","[""Nachtschade"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/2/0/5/9/1001004011579502.jpg"", nil]",http://www.bol.com/nl/p/nachtschade/1001004011579502/,Nachtschade,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/2/0/5/9/1001004011579502.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/zwart-wit/9200000012819775/,Zwart-wit,"[""Zwart-wit"", nil]","[""Zwart-wit"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/5/7/7/9/9200000012819775.jpg"", nil]",http://www.bol.com/nl/p/zwart-wit/9200000012819775/,Zwart-wit,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/5/7/7/9/9200000012819775.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/vriendschap-op-het-menu/9200000016778925/,Vriendschap op het menu,"[""Vriendschap op het menu"", nil]","[""Vriendschap op het menu"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/5/2/9/8/9200000016778925.jpg"", nil]",http://www.bol.com/nl/p/vriendschap-op-het-menu/9200000016778925/,Vriendschap op het menu,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/5/2/9/8/9200000016778925.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/de-ijzerprins-deel-4-the-iron-fey/9200000018277192/,De IJzerprins / deel 4 the iron fey,"[""De IJzerprins / deel 4 the iron fey"", nil]","[""De IJzerprins / deel 4 the iron fey"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/2/9/1/7/9200000018277192.jpg"", nil]",http://www.bol.com/nl/p/de-ijzerprins-deel-4-the-iron-fey/9200000018277192/,De IJzerprins / deel 4 the iron fey,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/2/9/1/7/9200000018277192.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/de-olijke-tweeling-in-de-brugklas/9200000010149948/,De Olijke Tweeling in de brugklas,"[""De Olijke Tweeling in de brugklas"", nil]","[""De Olijke Tweeling in de brugklas"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/8/4/9/9/9200000010149948.jpg"", nil]",http://www.bol.com/nl/p/de-olijke-tweeling-in-de-brugklas/9200000010149948/,De Olijke Tweeling in de brugklas,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/8/4/9/9/9200000010149948.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/inger/9200000016778976/,Inger,"[""Inger"", nil]","[""Inger"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/6/7/9/8/9200000016778976.jpg"", nil]",http://www.bol.com/nl/p/inger/9200000016778976/,Inger,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/6/7/9/8/9200000016778976.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/love-you-mam/9200000017132960/,"Love you, mam","[""Love you, mam"", nil]","[""Love you, mam"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/0/6/9/2/9200000017132960.jpg"", nil]",http://www.bol.com/nl/p/love-you-mam/9200000017132960/,"Love you, mam","[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/0/6/9/2/9200000017132960.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/masak-masak-bersama-ron/9200000019407845/,Masak Masak Bersama Ron,"[""Masak Masak Bersama Ron"", nil]","[""Masak Masak Bersama Ron"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/5/4/8/7/9200000019407845.jpg"", nil]",http://www.bol.com/nl/p/masak-masak-bersama-ron/9200000019407845/,Masak Masak Bersama Ron,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/5/4/8/7/9200000019407845.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/borre-en-de-spelfout-van-deetee/9200000014377008/,Borre en de spelfout van deetee,"[""Borre en de spelfout van deetee"", nil]","[""Borre en de spelfout van deetee"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/8/0/0/7/9200000014377008.jpg"", nil]",http://www.bol.com/nl/p/borre-en-de-spelfout-van-deetee/9200000014377008/,Borre en de spelfout van deetee,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/8/0/0/7/9200000014377008.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/ga-voor-mij-naar-china/9200000017438353/,Ga voor Mij naar china,"[""Ga voor Mij naar china"", nil]","[""Ga voor Mij naar china"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/3/5/3/8/9200000017438353.jpg"", nil]",http://www.bol.com/nl/p/ga-voor-mij-naar-china/9200000017438353/,Ga voor Mij naar china,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/3/5/3/8/9200000017438353.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/borre-en-miss-kikkervis/9200000009230194/,Borre en miss kikkervis,"[""Borre en miss kikkervis"", nil]","[""Borre en miss kikkervis"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/4/9/1/0/9200000009230194.jpg"", nil]",http://www.bol.com/nl/p/borre-en-miss-kikkervis/9200000009230194/,Borre en miss kikkervis,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/4/9/1/0/9200000009230194.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/borre-en-het-bittertje-van-bladdergal/9200000014377012/,Borre en het bittertje van bladdergal,"[""Borre en het bittertje van bladdergal"", nil]","[""Borre en het bittertje van bladdergal"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/2/1/0/7/9200000014377012.jpg"", nil]",http://www.bol.com/nl/p/borre-en-het-bittertje-van-bladdergal/9200000014377012/,Borre en het bittertje van bladdergal,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/2/1/0/7/9200000014377012.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/warrior-cats-de-wildernis-in/9200000000037332/,Warrior Cats / De wildernis in,"[""Warrior Cats / De wildernis in"", nil]","[""Warrior Cats / De wildernis in"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/2/3/3/7/9200000000037332.jpg"", nil]",http://www.bol.com/nl/p/warrior-cats-de-wildernis-in/9200000000037332/,Warrior Cats / De wildernis in,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/2/3/3/7/9200000000037332.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/warrior-cats-3-geheimen/9200000012047446/,Warrior Cats / 3 Geheimen,"[""Warrior Cats / 3 Geheimen"", nil]","[""Warrior Cats / 3 Geheimen"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/6/4/4/7/9200000012047446.jpg"", nil]",http://www.bol.com/nl/p/warrior-cats-3-geheimen/9200000012047446/,Warrior Cats / 3 Geheimen,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/6/4/4/7/9200000012047446.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/moord/9200000011243873/,Moord,"[""Moord"", nil]","[""Moord"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/3/7/8/3/9200000011243873.jpg"", nil]",http://www.bol.com/nl/p/moord/9200000011243873/,Moord,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/3/7/8/3/9200000011243873.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/pretty-little-liars-5-bedrog/9200000011243802/,Pretty Little Liars 5 - Bedrog,"[""Pretty Little Liars 5 - Bedrog"", nil]","[""Pretty Little Liars 5 - Bedrog"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/2/0/8/3/9200000011243802.jpg"", nil]",http://www.bol.com/nl/p/pretty-little-liars-5-bedrog/9200000011243802/,Pretty Little Liars 5 - Bedrog,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/2/0/8/3/9200000011243802.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/outside-in/9200000014391502/,Outside in,"[""Outside in"", nil]","[""Outside in"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/2/0/5/1/9200000014391502.jpg"", nil]",http://www.bol.com/nl/p/outside-in/9200000014391502/,Outside in,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/2/0/5/1/9200000014391502.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/de-laatste-wachter-1-sevenster/9200000015345211/,De laatste Wachter / 1 Sevenster,"[""De laatste Wachter / 1 Sevenster"", nil]","[""De laatste Wachter / 1 Sevenster"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/1/1/2/5/9200000015345211.jpg"", nil]",http://www.bol.com/nl/p/de-laatste-wachter-1-sevenster/9200000015345211/,De laatste Wachter / 1 Sevenster,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/1/1/2/5/9200000015345211.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/het-comavirus/9200000011366865/,Het comavirus,"[""Het comavirus"", nil]","[""Het comavirus"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/5/6/8/6/9200000011366865.jpg"", nil]",http://www.bol.com/nl/p/het-comavirus/9200000011366865/,Het comavirus,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/5/6/8/6/9200000011366865.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/de-bende-van-de-zwarte-kaproenen/9200000012819745/,De bende van de zwarte kaproenen,"[""De bende van de zwarte kaproenen"", nil]","[""De bende van de zwarte kaproenen"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/5/4/7/9/9200000012819745.jpg"", nil]",http://www.bol.com/nl/p/de-bende-van-de-zwarte-kaproenen/9200000012819745/,De bende van de zwarte kaproenen,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/5/4/7/9/9200000012819745.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/leuke-knutsels-met-eierdozen/9200000011806867/,Leuke knutsels met eierdozen,"[""Leuke knutsels met eierdozen"", nil]","[""Leuke knutsels met eierdozen"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/7/6/8/6/9200000011806867.jpg"", nil]",http://www.bol.com/nl/p/leuke-knutsels-met-eierdozen/9200000011806867/,Leuke knutsels met eierdozen,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/7/6/8/6/9200000011806867.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/finale/9200000009985365/,Finale,Finale,Finale,//s.s-bol.com/imgbase0/imagebase/thumb/FC/5/6/3/5/9200000009985365.jpg,http://www.bol.com/nl/p/finale/9200000009985365/,Finale,http://s.s-bol.com/imgbase0/imagebase/thumb/FC/5/6/3/5/9200000009985365.jpg
/nl/p/schattige-diertjes-vouwen/9200000011806889/,Schattige diertjes vouwen,"[""Schattige diertjes vouwen"", nil]","[""Schattige diertjes vouwen"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/9/8/8/6/9200000011806889.jpg"", nil]",http://www.bol.com/nl/p/schattige-diertjes-vouwen/9200000011806889/,Schattige diertjes vouwen,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/9/8/8/6/9200000011806889.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/at-summer-s-end/9200000012141722/,At summer's end,"[""At summer's end"", nil]","[""At summer's end"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/2/2/7/1/9200000012141722.jpg"", nil]",http://www.bol.com/nl/p/at-summer-s-end/9200000012141722/,At summer's end,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/2/2/7/1/9200000012141722.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/leuke-knutsels-met-brooddeeg/9200000011806987/,Leuke knutsels met brooddeeg,"[""Leuke knutsels met brooddeeg"", nil]","[""Leuke knutsels met brooddeeg"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/7/8/9/6/9200000011806987.jpg"", nil]",http://www.bol.com/nl/p/leuke-knutsels-met-brooddeeg/9200000011806987/,Leuke knutsels met brooddeeg,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/7/8/9/6/9200000011806987.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/leuke-knutsels-met-pompons/9200000011806855/,Leuke knutsels met pompons,"[""Leuke knutsels met pompons"", nil]","[""Leuke knutsels met pompons"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/5/5/8/6/9200000011806855.jpg"", nil]",http://www.bol.com/nl/p/leuke-knutsels-met-pompons/9200000011806855/,Leuke knutsels met pompons,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/5/5/8/6/9200000011806855.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/leuke-knutsels-met-papier-mache/9200000011806875/,Leuke knutsels met papier-mache,"[""Leuke knutsels met papier-mache"", nil]","[""Leuke knutsels met papier-mache"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/5/7/8/6/9200000011806875.jpg"", nil]",http://www.bol.com/nl/p/leuke-knutsels-met-papier-mache/9200000011806875/,Leuke knutsels met papier-mache,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/5/7/8/6/9200000011806875.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/leuke-knutsels-met-fimo/9200000011807006/,Leuke knutsels met Fimo,"[""Leuke knutsels met Fimo"", nil]","[""Leuke knutsels met Fimo"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/6/0/0/7/9200000011807006.jpg"", nil]",http://www.bol.com/nl/p/leuke-knutsels-met-fimo/9200000011807006/,Leuke knutsels met Fimo,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/6/0/0/7/9200000011807006.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/vriendschapsbandjes-maken/9200000011806902/,Vriendschapsbandjes maken,"[""Vriendschapsbandjes maken"", nil]","[""Vriendschapsbandjes maken"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/2/0/9/6/9200000011806902.jpg"", nil]",http://www.bol.com/nl/p/vriendschapsbandjes-maken/9200000011806902/,Vriendschapsbandjes maken,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/2/0/9/6/9200000011806902.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/aandachtscontrole/9200000011551949/,Aandachtscontrole,"[""Aandachtscontrole"", nil]","[""Aandachtscontrole"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/9/4/9/1/9200000011551949.jpg"", nil]",http://www.bol.com/nl/p/aandachtscontrole/9200000011551949/,Aandachtscontrole,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/9/4/9/1/9200000011551949.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/de-vallei/9200000009921522/,De vallei,"[""De vallei"", nil]","[""De vallei"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/2/2/5/1/9200000009921522.jpg"", nil]",http://www.bol.com/nl/p/de-vallei/9200000009921522/,De vallei,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/2/2/5/1/9200000009921522.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/spion-van-het-vaticaan/9200000009985367/,Spion van het vaticaan,"[""Spion van het vaticaan"", nil]","[""Spion van het vaticaan"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/7/6/3/5/9200000009985367.jpg"", nil]",http://www.bol.com/nl/p/spion-van-het-vaticaan/9200000009985367/,Spion van het vaticaan,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/7/6/3/5/9200000009985367.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/l-a-candy-trilogie-3-sugar-and-spice/9200000011708187/,L.A. Candy-trilogie / 3 Sugar and Spice,"[""L.A. Candy-trilogie / 3 Sugar and Spice"", nil]","[""L.A. Candy-trilogie / 3 Sugar and Spice"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/7/8/1/8/9200000011708187.jpg"", nil]",http://www.bol.com/nl/p/l-a-candy-trilogie-3-sugar-and-spice/9200000011708187/,L.A. Candy-trilogie / 3 Sugar and Spice,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/7/8/1/8/9200000011708187.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/afblijven/9200000009921538/,Afblijven,"[""Afblijven"", nil]","[""Afblijven"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/8/3/5/1/9200000009921538.jpg"", nil]",http://www.bol.com/nl/p/afblijven/9200000009921538/,Afblijven,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/8/3/5/1/9200000009921538.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/spijt/9200000009921588/,Spijt !,Spijt !,Spijt !,//s.s-bol.com/imgbase0/imagebase/thumb/FC/8/8/5/1/9200000009921588.jpg,http://www.bol.com/nl/p/spijt/9200000009921588/,Spijt !,http://s.s-bol.com/imgbase0/imagebase/thumb/FC/8/8/5/1/9200000009921588.jpg
/nl/p/afblijven/9200000009921496/,Afblijven,"[""Afblijven"", nil]","[""Afblijven"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/6/9/4/1/9200000009921496.jpg"", nil]",http://www.bol.com/nl/p/afblijven/9200000009921496/,Afblijven,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/6/9/4/1/9200000009921496.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/de-laatste-wachter-2-sevenster/9200000010047110/,De laatste wachter / 2. Sevenster,"[""De laatste wachter / 2. Sevenster"", nil]","[""De laatste wachter / 2. Sevenster"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/0/1/1/7/9200000010047110.jpg"", nil]",http://www.bol.com/nl/p/de-laatste-wachter-2-sevenster/9200000010047110/,De laatste wachter / 2. Sevenster,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/0/1/1/7/9200000010047110.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/zo-doe-je-dat-crafts/9200000009942770/,Zo doe je dat - Crafts,"[""Zo doe je dat - Crafts"", nil]","[""Zo doe je dat - Crafts"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/0/7/7/2/9200000009942770.jpg"", nil]",http://www.bol.com/nl/p/zo-doe-je-dat-crafts/9200000009942770/,Zo doe je dat - Crafts,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/0/7/7/2/9200000009942770.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/zo-doe-je-dat-science/9200000009855990/,Zo doe je dat - Science,"[""Zo doe je dat - Science"", nil]","[""Zo doe je dat - Science"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/0/9/9/5/9200000009855990.jpg"", nil]",http://www.bol.com/nl/p/zo-doe-je-dat-science/9200000009855990/,Zo doe je dat - Science,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/0/9/9/5/9200000009855990.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/zo-doe-je-dat-trucs/9200000009855984/,Zo doe je dat - Trucs,"[""Zo doe je dat - Trucs"", nil]","[""Zo doe je dat - Trucs"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/4/8/9/5/9200000009855984.jpg"", nil]",http://www.bol.com/nl/p/zo-doe-je-dat-trucs/9200000009855984/,Zo doe je dat - Trucs,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/4/8/9/5/9200000009855984.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
/nl/p/waarheid/9200000009985198/,Waarheid,Waarheid,Waarheid,//s.s-bol.com/imgbase0/imagebase/thumb/FC/8/9/1/5/9200000009985198.jpg,http://www.bol.com/nl/p/waarheid/9200000009985198/,Waarheid,http://s.s-bol.com/imgbase0/imagebase/thumb/FC/8/9/1/5/9200000009985198.jpg
/nl/p/verwoest-me/9200000009896561/,Verwoest me,"[""Verwoest me"", nil]","[""Verwoest me"", nil]","[""//s.s-bol.com/imgbase0/imagebase/thumb/FC/1/6/5/6/9200000009896561.jpg"", nil]",http://www.bol.com/nl/p/verwoest-me/9200000009896561/,Verwoest me,"[""http://s.s-bol.com/imgbase0/imagebase/thumb/FC/1/6/5/6/9200000009896561.jpg"", ""http://s.s-bol.com/nl/static/images/main/tool_tip.gif""]"
